bedrooms_per_household,bedrooms_per_room,households,housing_median_age,median_house_value,median_income,median_income_squared,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,population,population_per_household,rooms_per_household,total_bedrooms,total_rooms,urbanized,longitude,latitude
1.3137755102040816,0.3665480427046263,392.0,5.0,187500.0,3.6037,12.98665369,0,0,0,1,0,725.0,1.8494897959183676,3.584183673469388,515.0,1405.0,1,-122.39,37.78
1.0987884436160298,0.2395854501117659,1073.0,5.0,322200.0,5.6936,32.41708096,0,0,0,1,0,1810.0,1.6868592730661696,4.586206896551724,1179.0,4921.0,1,-122.27,37.56
0.9757174392935982,0.1354166666666666,453.0,5.0,500001.0,9.1415,83.56702225000001,0,0,0,1,0,1607.0,3.5474613686534218,7.2052980132450335,442.0,3264.0,1,-122.26,37.54
1.0319148936170213,0.2352941176470588,376.0,5.0,417300.0,6.9635,48.49033225,0,0,0,1,0,779.0,2.0718085106382977,4.38563829787234,388.0,1649.0,1,-122.26,37.54
1.065989847715736,0.1962616822429906,394.0,5.0,438800.0,6.035,36.421225,0,0,0,1,0,990.0,2.512690355329949,5.431472081218274,420.0,2140.0,1,-122.27,37.54
0.9730290456431536,0.224401913875598,482.0,5.0,86100.0,2.4318,5.91365124,0,0,0,0,1,1911.0,3.964730290456432,4.33609958506224,469.0,2090.0,0,-120.64,34.97
1.135922330097087,0.2417355371900826,618.0,5.0,135200.0,3.0081,9.04866561,0,0,0,0,1,1302.0,2.1067961165048543,4.699029126213592,702.0,2904.0,1,-120.46,34.66
1.0365591397849463,0.1841100076394194,1395.0,5.0,214800.0,4.9504,24.50646016,0,0,0,1,0,4361.0,3.1261648745519715,5.63010752688172,1446.0,7854.0,1,-122.19,38.13
1.0943037974683545,0.1807254102644507,1580.0,5.0,210000.0,4.4821,20.08922041,0,0,0,1,0,4620.0,2.9240506329113924,6.05506329113924,1729.0,9567.0,1,-122.2,38.1
0.8888888888888888,0.119106699751861,54.0,5.0,500001.0,12.632,159.567424,0,0,0,0,1,208.0,3.851851851851852,7.462962962962963,48.0,403.0,0,-119.31,34.44
0.8791946308724832,0.3411458333333333,149.0,5.0,87500.0,1.5625,2.44140625,0,0,0,0,1,410.0,2.751677852348993,2.577181208053691,131.0,384.0,1,-119.18,34.19
1.029668411867365,0.2413087934560327,573.0,6.0,301100.0,3.8958,15.17725764,0,0,0,1,0,1189.0,2.075043630017452,4.267015706806283,590.0,2445.0,0,-122.02,37.63
1.094688221709007,0.181957773512476,433.0,6.0,261400.0,5.0406,25.407648360000003,0,0,0,1,0,1568.0,3.621247113163972,6.016166281755196,474.0,2605.0,1,-122.08,37.61
1.0570652173913044,0.2569352708058124,736.0,6.0,158000.0,4.4259,19.588590810000003,0,0,0,1,0,1531.0,2.0801630434782608,4.114130434782608,778.0,3028.0,1,-122.01,37.56
1.051643192488263,0.2302947224126113,639.0,6.0,178200.0,4.1406,17.14456836,0,0,0,1,0,1911.0,2.990610328638497,4.566510172143975,672.0,2918.0,1,-122.03,37.54
1.0519843487982112,0.1846727504660975,1789.0,6.0,204200.0,5.2015,27.055602250000003,0,0,0,1,0,4377.0,2.446618222470654,5.69647847959754,1882.0,10191.0,1,-122.09,38.0
1.1428571428571428,0.1533923303834808,91.0,6.0,246400.0,5.2375,27.43140625,0,0,0,1,0,318.0,3.4945054945054945,7.450549450549451,104.0,678.0,1,-122.26,38.0
0.989247311827957,0.1936842105263158,186.0,6.0,220700.0,4.7237,22.31334169,0,0,0,0,1,426.0,2.290322580645161,5.10752688172043,184.0,950.0,1,-117.61,33.45
1.0723039215686274,0.2269190871369294,816.0,6.0,164800.0,4.5481,20.68521361,0,0,0,0,1,1547.0,1.8958333333333333,4.725490196078432,875.0,3856.0,1,-117.17,32.77
1.059593023255814,0.1823639774859287,1376.0,6.0,184300.0,4.7068,22.153966240000003,0,0,0,0,1,4771.0,3.467296511627907,5.81031976744186,1458.0,7995.0,0,-116.98,32.62
1.033547466095646,0.1468708793995334,1401.0,6.0,296200.0,6.439,41.460721,0,0,0,0,1,4194.0,2.993576017130621,7.037116345467523,1448.0,9859.0,1,-117.25,33.06
1.0556745182012848,0.1443208430913349,467.0,6.0,324600.0,6.9326,48.06094276,0,0,0,0,1,1319.0,2.8244111349036403,7.314775160599572,493.0,3416.0,1,-117.25,33.03
1.0637408568443052,0.167131833853226,957.0,6.0,259800.0,5.1837,26.87074569,0,0,0,0,1,2064.0,2.156739811912226,6.364681295715778,1018.0,6091.0,1,-117.29,33.1
1.0499999523162842,0.1945431472081218,1460.0,6.0,182600.0,4.1807,17.47825249,0,0,0,0,1,3760.0,2.5753424657534247,5.397260273972603,1533.0,7880.0,1,-117.3,33.17
1.0598591549295775,0.4492537313432835,284.0,6.0,117500.0,3.4423,11.84942929,0,0,0,1,0,655.0,2.306338028169014,2.359154929577465,301.0,670.0,1,-122.42,37.79
1.0921052631578947,0.1884757309111552,608.0,6.0,258100.0,4.9318,24.32265124,0,0,0,0,1,1705.0,2.804276315789474,5.7944078947368425,664.0,3523.0,1,-122.44,37.7
1.0146520146520146,0.1266575217192501,273.0,6.0,307400.0,6.2685,39.294092250000006,0,0,0,0,1,697.0,2.553113553113553,8.010989010989011,277.0,2187.0,1,-120.44,34.68
1.0604395604395604,0.1673168617251842,364.0,6.0,279500.0,5.215,27.196225,0,0,0,0,1,910.0,2.5,6.337912087912088,386.0,2307.0,1,-119.18,34.27
1.011686143572621,0.1707362885048835,1797.0,7.0,278200.0,6.1047,37.267362090000006,0,0,0,1,0,6075.0,3.380634390651085,5.925431274346132,1818.0,10648.0,1,-122.05,37.57
1.098454636091725,0.1846559959775412,4012.0,7.0,318500.0,5.4032,29.19457024,0,0,0,0,1,9873.0,2.4608673978065805,5.948654037886341,4407.0,23866.0,1,-118.72,34.14
1.0815450643776825,0.1678321678321678,466.0,7.0,500001.0,5.8548,34.27868304,0,0,0,0,1,1143.0,2.452789699570816,6.444206008583691,504.0,3003.0,1,-118.79,34.14
1.0293282876064334,0.1415929203539823,1057.0,7.0,387300.0,6.3401,40.19686801,0,0,0,0,1,2812.0,2.660359508041627,7.2696310312204355,1088.0,7684.0,1,-117.63,33.46
1.0053128689492326,0.1829019439372785,1694.0,7.0,156900.0,4.419,19.527560999999995,0,0,0,0,1,7302.0,4.310507674144038,5.496458087367178,1703.0,9311.0,1,-117.04,32.7
1.101123595505618,0.2105715513536742,445.0,7.0,132200.0,3.3553,11.25803809,0,0,0,0,1,1304.0,2.9303370786516854,5.229213483146068,490.0,2327.0,1,-117.01,32.7
1.0546218487394958,0.165813377374071,952.0,7.0,135000.0,4.436,19.678096,0,0,0,0,1,3031.0,3.1838235294117645,6.360294117647059,1004.0,6055.0,1,-117.02,32.69
1.0811232449297972,0.2779783393501805,641.0,7.0,205000.0,4.2375,17.956406249999997,0,0,0,0,1,951.0,1.4836193447737909,3.8892355694227767,693.0,2493.0,1,-117.17,32.71
1.1394230769230769,0.1942622950819672,1040.0,7.0,288200.0,5.5673,30.99482929000001,0,0,0,0,1,2710.0,2.605769230769231,5.865384615384615,1185.0,6100.0,1,-117.09,32.81
1.053191489361702,0.3166311300639658,282.0,7.0,67500.0,1.2667,1.60452889,0,0,0,0,1,1187.0,4.209219858156028,3.326241134751773,297.0,938.0,0,-117.04,32.54
0.9711442786069652,0.1505475859941385,1005.0,7.0,221600.0,5.7358,32.89940164,0,0,0,0,1,3269.0,3.25273631840796,6.450746268656716,976.0,6483.0,1,-117.01,32.63
1.0492957746478873,0.1515768056968464,426.0,7.0,342400.0,6.0922,37.11490084,0,0,0,0,1,1335.0,3.1338028169014085,6.922535211267606,447.0,2949.0,1,-117.27,33.08
1.0907738095238095,0.1988605534454693,672.0,7.0,367100.0,3.197,10.220809,0,0,0,0,1,1612.0,2.398809523809524,5.485119047619048,733.0,3686.0,1,-117.27,33.06
1.0987096774193548,0.2135690995736142,1550.0,7.0,188100.0,4.1282,17.042035239999997,0,0,0,0,1,2904.0,1.8735483870967744,5.144516129032258,1703.0,7974.0,1,-117.31,33.11
1.1063829787234043,0.1328224776500638,282.0,7.0,283900.0,5.552,30.824704,0,0,0,0,1,809.0,2.868794326241135,8.329787234042554,312.0,2349.0,1,-117.31,33.17
1.11328125,0.1607142857142857,768.0,7.0,279600.0,6.3373,40.16137129,0,0,0,0,1,2015.0,2.6236979166666665,6.927083333333333,855.0,5320.0,1,-117.23,33.09
0.7777777777777778,0.1749999970197677,27.0,7.0,281000.0,12.5,156.25,0,0,0,0,1,50.0,1.851851851851852,4.444444444444445,21.0,120.0,1,-122.48,37.64
1.1150442477876106,0.1513968158606188,452.0,7.0,198300.0,4.7875,22.92015625,0,0,0,0,1,1462.0,3.234513274336283,7.365044247787611,504.0,3329.0,1,-120.45,34.66
1.1167763157894737,0.1833648393194707,608.0,7.0,368400.0,4.9219,24.22509961,0,0,0,0,1,1375.0,2.2615131578947367,6.090460526315789,679.0,3703.0,1,-121.87,36.95
1.0145878920495988,0.1512614180078295,2742.0,7.0,229200.0,6.4232,41.25749824,0,0,0,1,0,8276.0,3.0182348650619986,6.707512764405544,2782.0,18392.0,1,-122.17,38.08
1.0077399380804954,0.1590520400684094,646.0,7.0,161300.0,5.2523,27.58665529,0,0,0,1,0,2228.0,3.4489164086687305,6.335913312693498,651.0,4093.0,0,-122.18,38.17
1.1380697050938338,0.2363585746102449,746.0,8.0,197900.0,3.6708,13.47477264,0,0,0,1,0,1907.0,2.5563002680965146,4.815013404825737,849.0,3592.0,1,-122.11,37.64
1.0203045685279188,0.1627153926217185,1379.0,8.0,318300.0,6.5615,43.05328225,0,0,0,1,0,5019.0,3.6395939086294415,6.270485859318347,1407.0,8647.0,1,-122.07,37.57
1.050682261208577,0.1394205897568546,513.0,8.0,298200.0,6.0901,37.08931800999999,0,0,0,1,0,1555.0,3.0311890838206628,7.5360623781676415,539.0,3866.0,1,-122.01,37.95
1.0235294117647058,0.1836734693877551,510.0,8.0,287500.0,3.7282,13.89947524,0,0,0,0,1,1624.0,3.184313725490196,5.572549019607843,522.0,2842.0,0,-118.28,33.68
1.187311178247734,0.3961693548387097,331.0,8.0,162500.0,2.5544,6.524959359999999,0,0,0,0,1,694.0,2.096676737160121,2.996978851963746,393.0,992.0,1,-118.19,33.78
1.025974025974026,0.1901323706377858,154.0,8.0,165500.0,5.3908,29.06072464,0,0,0,0,1,740.0,4.805194805194805,5.396103896103896,158.0,831.0,1,-117.05,32.69
1.017948717948718,0.1613821138211382,390.0,8.0,175500.0,4.5662,20.85018244,0,0,0,0,1,1784.0,4.574358974358974,6.307692307692308,397.0,2460.0,1,-117.03,32.69
1.2354399008674102,0.2698971304818625,807.0,8.0,158900.0,3.6492,13.31666064,0,0,0,0,1,1297.0,1.607187112763321,4.577447335811648,997.0,3694.0,1,-117.18,32.76
0.9692532942898976,0.2292243767313019,683.0,8.0,153000.0,2.7048,7.31594304,0,0,0,0,1,2441.0,3.57393850658858,4.228404099560762,662.0,2888.0,1,-117.08,32.59
0.9069767441860463,0.1805555555555555,172.0,8.0,151500.0,4.8984,23.99432256,0,0,0,0,1,626.0,3.63953488372093,5.023255813953488,156.0,864.0,1,-117.09,32.56
1.0339847068819032,0.1862850145415582,1177.0,8.0,144400.0,3.9583,15.66813889,0,0,0,0,1,4797.0,4.075615972812234,5.550552251486831,1217.0,6533.0,1,-117.09,32.55
1.3229461756373937,0.1590960708607767,1059.0,8.0,247800.0,4.2155,17.770440249999996,0,0,0,0,1,3159.0,2.9830028328611897,8.315391879131257,1401.0,8806.0,1,-117.04,32.65
1.0860786397449522,0.2449664429530201,941.0,8.0,245800.0,4.0118,16.09453924,0,0,0,0,1,2585.0,2.747077577045696,4.4335812964930925,1022.0,4172.0,1,-117.28,33.06
1.3827751196172249,0.2970195272353546,209.0,8.0,139300.0,2.724,7.420176000000001,0,0,0,0,1,663.0,3.172248803827751,4.655502392344498,289.0,973.0,1,-117.27,33.19
1.086167800453515,0.1680308699719364,1323.0,8.0,255800.0,5.311,28.206721,0,0,0,0,1,3335.0,2.520786092214664,6.464096749811035,1437.0,8552.0,1,-117.25,33.12
1.0851851851851853,0.2360999194198227,540.0,8.0,120400.0,3.071,9.43104076385498,0,0,0,0,1,1427.0,2.6425925925925924,4.5962962962962965,586.0,2482.0,1,-120.47,34.64
0.9473684210526316,0.1601016518424396,133.0,8.0,163400.0,4.6023,21.18116529,0,0,0,0,1,446.0,3.3533834586466167,5.917293233082707,126.0,787.0,1,-120.44,34.64
0.9303370786516854,0.2797297297297297,445.0,8.0,284100.0,2.8203,7.95409209,0,0,0,1,0,856.0,1.9235955056179772,3.3258426966292136,414.0,1480.0,1,-122.09,37.41
1.0260869565217392,0.1921824104234527,115.0,8.0,166300.0,6.3735,40.62150225,0,0,0,1,0,278.0,2.417391304347826,5.339130434782609,118.0,614.0,0,-122.19,38.09
1.0555555555555556,0.1940298507462686,936.0,8.0,213200.0,3.5625,12.69140625,0,0,0,1,0,1657.0,1.7702991452991452,5.44017094017094,988.0,5092.0,0,-122.49,38.27
1.0835762876579202,0.1897872340425531,1029.0,8.0,246300.0,3.6392,13.243776640000002,0,0,0,1,0,2808.0,2.728862973760933,5.709426627793975,1115.0,5875.0,0,-122.51,38.17
1.5239234449760766,0.1976419484951908,418.0,8.0,364800.0,5.6445,31.86038025,0,0,0,0,1,851.0,2.035885167464115,7.7105263157894735,637.0,3223.0,0,-123.0,38.33
1.1355275895450143,0.2373532982598138,1033.0,8.0,203400.0,3.445,11.868024826049805,0,0,0,0,1,3012.0,2.915779283639884,4.784123910939012,1173.0,4942.0,1,-119.2,34.27
0.9375,0.3086419753086419,80.0,8.0,500001.0,2.5714,6.612097960000001,0,0,0,0,1,102.0,1.274999976158142,3.0374999046325684,75.0,243.0,0,-119.14,34.23
0.625,0.25,16.0,8.0,52500.0,4.0208,16.166832640000003,0,0,0,0,1,309.0,19.3125,2.5,10.0,40.0,0,-119.09,34.22
1.0736648250460403,0.170268691588785,543.0,9.0,212600.0,5.76,33.1776008605957,0,0,0,1,0,1460.0,2.6887661141804786,6.305709023941068,583.0,3424.0,1,-122.11,38.0
